,line,longitude,latitude,station,sequence
0,101路(火车站--动物园总站),114.118579,22.531603,火车站,1
1,101路(火车站--动物园总站),114.116676,22.538134,建设路,2
2,101路(火车站--动物园总站),114.112274,22.544041,中医院一门诊,3
3,101路(火车站--动物园总站),114.107948,22.541363,市公安局1,4
4,101路(火车站--动物园总站),114.100838,22.540791,市委,5
5,101路(火车站--动物园总站),114.084946,22.540464,上海宾馆东,6
6,101路(火车站--动物园总站),114.077217,22.540346,田面,7
7,101路(火车站--动物园总站),114.069168,22.540277,岗厦北地铁站1,8
8,101路(火车站--动物园总站),114.053055,22.539913,广电大厦2,9
9,101路(火车站--动物园总站),114.044899,22.539764,特区报社1,10
10,101路(火车站--动物园总站),114.039131,22.538725,香蜜湖1,11
11,101路(火车站--动物园总站),114.031166,22.537317,深南香蜜立交2,12
12,101路(火车站--动物园总站),114.023514,22.536165,招商银行大厦1,13
13,101路(火车站--动物园总站),114.012169,22.534153,竹子林1,14
14,101路(火车站--动物园总站),114.006668,22.533165,深圳人才园,15
15,101路(火车站--动物园总站),114.001472,22.532276,园博园2,16
16,101路(火车站--动物园总站),113.991127,22.533451,锦绣中华2,17
17,101路(火车站--动物园总站),113.983353,22.533737,华侨城地铁站,18
18,101路(火车站--动物园总站),113.980682,22.534492,何香凝美术馆1,19
19,101路(火车站--动物园总站),113.975105,22.536858,世界之窗1,20
20,101路(火车站--动物园总站),113.96891,22.539154,白石洲1,21
21,101路(火车站--动物园总站),113.95192,22.540409,大冲2,22
22,101路(火车站--动物园总站),113.943893,22.540045,科技园2,23
23,101路(火车站--动物园总站),113.937233,22.539774,深大北门2,24
24,101路(火车站--动物园总站),113.933296,22.545177,研祥科技大厦2,25
25,101路(火车站--动物园总站),113.93515,22.556681,朗山路西,26
26,101路(火车站--动物园总站),113.940605,22.55677,海普瑞,27
27,101路(火车站--动物园总站),113.946785,22.556694,阜外深圳医院,28
28,101路(火车站--动物园总站),113.95047,22.555807,朗山路中,29
29,101路(火车站--动物园总站),113.951653,22.557505,松坪村,30
30,101路(火车站--动物园总站),113.953377,22.560686,松坪学校小学部,31
31,101路(火车站--动物园总站),113.955411,22.567262,茶光1,32
32,101路(火车站--动物园总站),113.954399,22.574936,西丽社区2,33
33,101路(火车站--动物园总站),113.954376,22.579245,西丽法庭2,34
34,101路(火车站--动物园总站),113.954826,22.583181,九祥岭1,35
35,101路(火车站--动物园总站),113.955002,22.586367,深职院西丽湖校区,36
36,101路(火车站--动物园总站),113.960686,22.591076,丽岛,37
37,101路(火车站--动物园总站),113.964081,22.595074,动物园,38
38,101路(火车站--动物园总站),113.965286,22.596098,动物园总站,39
39,102路(火车站--福田农批市场),114.118604,22.531233,火车站,1
40,102路(火车站--福田农批市场),114.118958,22.535053,人民南地铁站,2
41,102路(火车站--福田农批市场),114.119751,22.53989,金光华广场,3
42,102路(火车站--福田农批市场),114.122459,22.542578,金城大厦2,4
43,102路(火车站--福田农批市场),114.12162,22.54711,东门1,5
44,102路(火车站--福田农批市场),114.123848,22.55092,东门中2,6
45,102路(火车站--福田农批市场),114.121864,22.55615,儿童公园1,7
46,102路(火车站--福田农批市场),114.117393,22.55611,笋岗桥,8
47,102路(火车站--福田农批市场),114.112358,22.556042,桂园中学,9
48,102路(火车站--福田农批市场),114.105972,22.555973,园岭地铁站,10
49,102路(火车站--福田农批市场),114.101707,22.55588,园岭新村,11
50,102路(火车站--福田农批市场),114.098373,22.555834,笋岗八卦路口2,12
51,102路(火车站--福田农批市场),114.093468,22.555981,体育馆1,13
52,102路(火车站--福田农批市场),114.082634,22.555609,市二医院1,14
53,102路(火车站--福田农批市场),114.076691,22.55549,笔架山公园,15
54,102路(火车站--福田农批市场),114.07296,22.560873,长城开发,16
55,102路(火车站--福田农批市场),114.063705,22.567141,凯丰花园,17
56,102路(火车站--福田农批市场),114.06234,22.568447,万科大厦,18
57,102路(火车站--福田农批市场),114.059174,22.566668,福田二医院,19
58,102路(火车站--福田农批市场),114.057777,22.564522,上梅林市场,20
59,102路(火车站--福田农批市场),114.052399,22.564718,上梅林村,21
60,102路(火车站--福田农批市场),114.049286,22.564835,梅林街道办,22
61,102路(火车站--福田农批市场),114.04731,22.564474,梅林中学,23
62,102路(火车站--福田农批市场),114.044792,22.563442,梅林二村南,24
63,102路(火车站--福田农批市场),114.042549,22.563034,下梅林市场,25
64,102路(火车站--福田农批市场),114.038132,22.562841,福田农批市场,26
65,103路短线(东门中2--下沙总站),114.123932,22.551453,东门中2,1
66,103路短线(东门中2--下沙总站),114.116562,22.5429,门诊部2,2
67,103路短线(东门中2--下沙总站),114.108543,22.541479,深圳书城,3
68,103路短线(东门中2--下沙总站),114.100723,22.540791,市委,4
69,103路短线(东门中2--下沙总站),114.083359,22.540424,上海宾馆,5
70,103路短线(东门中2--下沙总站),114.077209,22.540346,田面,6
71,103路短线(东门中2--下沙总站),114.070068,22.53517,福华新村,7
72,103路短线(东门中2--下沙总站),114.068047,22.53159,岗厦村,8
73,103路短线(东门中2--下沙总站),114.068169,22.525455,高训大厦,9
74,103路短线(东门中2--下沙总站),114.068214,22.52236,福民新村,10
75,103路短线(东门中2--下沙总站),114.06691,22.519131,福民公安小区,11
76,103路短线(东门中2--下沙总站),114.065376,22.518042,福田水围村,12
77,103路短线(东门中2--下沙总站),114.057175,22.515505,益田花园,13
78,103路短线(东门中2--下沙总站),114.052185,22.516098,益田村,14
79,103路短线(东门中2--下沙总站),114.048462,22.517656,妇幼保健院,15
80,103路短线(东门中2--下沙总站),114.043785,22.520208,新洲村,16
81,103路短线(东门中2--下沙总站),114.041237,22.521627,沙尾,17
82,103路短线(东门中2--下沙总站),114.036896,22.522364,金地花园,18
83,103路短线(东门中2--下沙总站),114.035004,22.519541,沙嘴,19
84,103路短线(东门中2--下沙总站),114.033264,22.518419,金海湾花园,20
85,103路短线(东门中2--下沙总站),114.028976,22.520773,福荣中路,21
86,103路短线(东门中2--下沙总站),114.024513,22.523289,金域蓝湾,22
87,103路短线(东门中2--下沙总站),114.021927,22.526537,下沙总站,23
88,104路快线(动物园总站--宁水花园总站),113.96611,22.595678,动物园总站,1
89,104路快线(动物园总站--宁水花园总站),113.963928,22.594959,动物园,2
90,104路快线(动物园总站--宁水花园总站),113.957367,22.574032,桃源文体中心,3
91,104路快线(动物园总站--宁水花园总站),113.958809,22.571707,珠光村1,4
92,104路快线(动物园总站--宁水花园总站),113.961502,22.568142,龙辉花园1,5
93,104路快线(动物园总站--宁水花园总站),113.96846,22.566648,新屋村,6
94,104路快线(动物园总站--宁水花园总站),113.973152,22.564814,鼎胜山邻,7
95,104路快线(动物园总站--宁水花园总站),113.979546,22.561171,桃源村,8
96,104路快线(动物园总站--宁水花园总站),113.983932,22.558716,桃源村东,9
97,104路快线(动物园总站--宁水花园总站),114.050598,22.555378,北大医院2,10
98,104路快线(动物园总站--宁水花园总站),114.055885,22.559509,莲花北村1,11
99,104路快线(动物园总站--宁水花园总站),114.060181,22.559628,彩田村1,12
100,104路快线(动物园总站--宁水花园总站),114.063805,22.558857,公交大厦,13
101,104路快线(动物园总站--宁水花园总站),114.06971,22.548498,莲花二村2,14
102,104路快线(动物园总站--宁水花园总站),114.076477,22.548342,花卉世界1,15
103,104路快线(动物园总站--宁水花园总站),114.081161,22.543221,华富路2,16
104,104路快线(动物园总站--宁水花园总站),114.083328,22.540352,上海宾馆,17
105,104路快线(动物园总站--宁水花园总站),114.091469,22.54051,兴华宾馆西,18
106,104路快线(动物园总站--宁水花园总站),114.101646,22.540724,新闻大厦,19
107,104路快线(动物园总站--宁水花园总站),114.108749,22.541452,深圳书城,20
108,104路快线(动物园总站--宁水花园总站),114.114372,22.542469,人民桥,21
109,104路快线(动物园总站--宁水花园总站),114.120003,22.543386,门诊部1,22
110,104路快线(动物园总站--宁水花园总站),114.125923,22.544323,湖贝地铁站,23
111,104路快线(动物园总站--宁水花园总站),114.128868,22.544804,京鹏大厦,24
112,104路快线(动物园总站--宁水花园总站),114.131012,22.547838,罗湖区委,25
113,104路快线(动物园总站--宁水花园总站),114.132004,22.551598,爱国大厦,26
114,104路快线(动物园总站--宁水花园总站),114.135025,22.552441,华丽环岛,27
115,104路快线(动物园总站--宁水花园总站),114.139465,22.555054,荷花市场,28
116,104路快线(动物园总站--宁水花园总站),114.141411,22.557878,天井湖,29
117,104路快线(动物园总站--宁水花园总站),114.14257,22.559536,碧波花园,30
118,104路快线(动物园总站--宁水花园总站),114.144852,22.562487,宁水花园总站,31
119,M105路快线(下沙1--蛇口邮轮中心),114.026863,22.529512,下沙1,1
120,M105路快线(下沙1--蛇口邮轮中心),114.001953,22.52644,红树林,2
121,M105路快线(下沙1--蛇口邮轮中心),113.99408,22.522243,滨海中1,3
122,M105路快线(下沙1--蛇口邮轮中心),113.938293,22.522478,滨海之窗,4
123,M105路快线(下沙1--蛇口邮轮中心),113.93277,22.522144,滨海白石立交,5
124,M105路快线(下沙1--蛇口邮轮中心),113.926811,22.523424,荔园大厦,6
125,M105路快线(下沙1--蛇口邮轮中心),113.923203,22.522961,南山派出所,7
126,M105路快线(下沙1--蛇口邮轮中心),113.922485,22.519878,中油大厦,8
127,M105路快线(下沙1--蛇口邮轮中心),113.927406,22.504713,南门一坊,9
128,M105路快线(下沙1--蛇口邮轮中心),113.929031,22.500793,爱榕园,10
129,M105路快线(下沙1--蛇口邮轮中心),113.929573,22.496536,育才二中,11
130,M105路快线(下沙1--蛇口邮轮中心),113.930237,22.493273,海湾新村,12
131,M105路快线(下沙1--蛇口邮轮中心),113.925964,22.49037,蛇口汽车站,13
132,M105路快线(下沙1--蛇口邮轮中心),113.921494,22.490114,招商大厦,14
133,M105路快线(下沙1--蛇口邮轮中心),113.918976,22.488365,水湾地铁站,15
134,M105路快线(下沙1--蛇口邮轮中心),113.915298,22.485609,海上世界地铁站,16
135,M105路快线(下沙1--蛇口邮轮中心),113.91317,22.480993,新时代广场,17
136,M105路快线(下沙1--蛇口邮轮中心),113.911591,22.476648,蛇口港地铁站,18
137,M105路快线(下沙1--蛇口邮轮中心),113.912567,22.468603,蛇口邮轮中心,19
138,107路快线(听泉居总站--草埔吓屋村),114.010323,22.553116,听泉居总站,1
139,107路快线(听泉居总站--草埔吓屋村),114.012222,22.551533,安托山七路,2
140,107路快线(听泉居总站--草埔吓屋村),114.013794,22.549404,翠海花园2,3
141,107路快线(听泉居总站--草埔吓屋村),114.010025,22.547583,侨香三道南,4
142,107路快线(听泉居总站--草埔吓屋村),114.013878,22.545269,市眼科医院,5
143,107路快线(听泉居总站--草埔吓屋村),114.01545,22.543657,市儿童乐园,6
144,107路快线(听泉居总站--草埔吓屋村),114.016838,22.541134,农林地铁站,7
145,107路快线(听泉居总站--草埔吓屋村),114.017593,22.538984,高级中学南校区,8
146,107路快线(听泉居总站--草埔吓屋村),114.020294,22.536953,深圳风湿病医院,9
147,107路快线(听泉居总站--草埔吓屋村),114.022949,22.538134,东海花园,10
148,107路快线(听泉居总站--草埔吓屋村),114.0308,22.542704,香蜜湖天桥,11
149,107路快线(听泉居总站--草埔吓屋村),114.035378,22.543972,水榭花都,12
150,107路快线(听泉居总站--草埔吓屋村),114.040329,22.545469,市政大厦2,13
151,107路快线(听泉居总站--草埔吓屋村),114.045639,22.546902,鲁班大厦,14
152,107路快线(听泉居总站--草埔吓屋村),114.050362,22.547905,莲花山西2,15
153,107路快线(听泉居总站--草埔吓屋村),114.054123,22.54825,莲花山公园,16
154,107路快线(听泉居总站--草埔吓屋村),114.056114,22.545816,儿童医院,17
155,107路快线(听泉居总站--草埔吓屋村),114.059975,22.544619,市民中心,18
156,107路快线(听泉居总站--草埔吓屋村),114.06929,22.544786,人才大厦,19
157,107路快线(听泉居总站--草埔吓屋村),114.075157,22.545252,中心公园,20
158,107路快线(听泉居总站--草埔吓屋村),114.081284,22.545797,华富路始发站8,21
159,107路快线(听泉居总站--草埔吓屋村),114.082558,22.550488,市话大厦2,22
160,107路快线(听泉居总站--草埔吓屋村),114.094002,22.55546,体育馆1,23
161,107路快线(听泉居总站--草埔吓屋村),114.098328,22.555702,笋岗八卦路口2,24
162,107路快线(听泉居总站--草埔吓屋村),114.101799,22.555765,园岭新村,25
163,107路快线(听泉居总站--草埔吓屋村),114.105698,22.555828,园岭地铁站,26
164,107路快线(听泉居总站--草埔吓屋村),114.112869,22.555929,桂园中学,27
165,107路快线(听泉居总站--草埔吓屋村),114.117256,22.555998,笋岗桥,28
166,107路快线(听泉居总站--草埔吓屋村),114.122566,22.556084,儿童公园1,29
167,107路快线(听泉居总站--草埔吓屋村),114.130074,22.558039,翠竹苑,30
168,107路快线(听泉居总站--草埔吓屋村),114.129814,22.56023,翠竹万家,31
169,107路快线(听泉居总站--草埔吓屋村),114.130318,22.563942,康宁医院,32
170,107路快线(听泉居总站--草埔吓屋村),114.129829,22.568552,田贝地铁站,33
171,107路快线(听泉居总站--草埔吓屋村),114.12912,22.571503,翠竹大厦,34
172,107路快线(听泉居总站--草埔吓屋村),114.128838,22.576639,松泉公寓,35
173,107路快线(听泉居总站--草埔吓屋村),114.134232,22.576902,太白路中,36
174,107路快线(听泉居总站--草埔吓屋村),114.137405,22.576866,罗湖妇幼保健院,37
175,107路快线(听泉居总站--草埔吓屋村),114.14064,22.576563,布心市场,38
176,107路快线(听泉居总站--草埔吓屋村),114.141838,22.579353,景亿山庄,39
177,107路快线(听泉居总站--草埔吓屋村),114.139381,22.581766,东湖路,40
178,107路快线(听泉居总站--草埔吓屋村),114.136421,22.581694,翠园中学东晓校区,41
179,107路快线(听泉居总站--草埔吓屋村),114.133926,22.582817,金稻田路口,42
180,107路快线(听泉居总站--草埔吓屋村),114.132355,22.584476,布心山庄,43
181,107路快线(听泉居总站--草埔吓屋村),114.130249,22.587391,戒毒所,44
182,107路快线(听泉居总站--草埔吓屋村),114.127327,22.588799,理想新城,45
183,107路快线(听泉居总站--草埔吓屋村),114.124008,22.587812,华港新村,46
184,107路快线(听泉居总站--草埔吓屋村),114.121437,22.585978,绿景山庄,47
185,107路快线(听泉居总站--草埔吓屋村),114.120834,22.585405,草埔吓屋村,48
186,108路快线(听泉居总站--火车站西广场),114.010323,22.553116,听泉居总站,1
187,108路快线(听泉居总站--火车站西广场),114.0308,22.542704,香蜜湖天桥,2
188,108路快线(听泉居总站--火车站西广场),114.035378,22.543972,水榭花都,3
189,108路快线(听泉居总站--火车站西广场),114.040329,22.545469,市政大厦2,4
190,108路快线(听泉居总站--火车站西广场),114.045639,22.546902,鲁班大厦,5
191,108路快线(听泉居总站--火车站西广场),114.050362,22.547905,莲花山西2,6
192,108路快线(听泉居总站--火车站西广场),114.054123,22.54825,莲花山公园,7
193,108路快线(听泉居总站--火车站西广场),114.057755,22.548447,中心书城北,8
194,108路快线(听泉居总站--火车站西广场),114.066078,22.548584,关山月美术馆2,9
195,108路快线(听泉居总站--火车站西广场),114.06971,22.548498,莲花二村2,10
196,108路快线(听泉居总站--火车站西广场),114.076477,22.548342,花卉世界1,11
197,108路快线(听泉居总站--火车站西广场),114.084373,22.548872,华新村,12
198,108路快线(听泉居总站--火车站西广场),114.089989,22.548937,圣廷苑酒店,13
199,108路快线(听泉居总站--火车站西广场),114.094025,22.549007,妇儿医院,14
200,108路快线(听泉居总站--火车站西广场),114.099022,22.54907,少儿图书馆,15
201,108路快线(听泉居总站--火车站西广场),114.103256,22.549175,红岭地铁站,16
202,108路快线(听泉居总站--火车站西广场),114.106117,22.5495,红桂路口,17
203,108路快线(听泉居总站--火车站西广场),114.108284,22.550127,红桂大厦,18
204,108路快线(听泉居总站--火车站西广场),114.111664,22.550346,红桂路东,19
205,108路快线(听泉居总站--火车站西广场),114.112534,22.548134,红桂中学,20
206,108路快线(听泉居总站--火车站西广场),114.112801,22.546103,桂园工商所,21
207,108路快线(听泉居总站--火车站西广场),114.115623,22.537378,穿孔桥,22
208,108路快线(听泉居总站--火车站西广场),114.116112,22.533642,渔民村,23
209,108路快线(听泉居总站--火车站西广场),114.116905,22.529531,火车站西广场,24
210,M109路(万科云城总站--世界之窗地铁公交接驳站),113.939468,22.576055,万科云城总站,1
211,M109路(万科云城总站--世界之窗地铁公交接驳站),113.936424,22.579031,中兴工业园二号岗,2
212,M109路(万科云城总站--世界之窗地铁公交接驳站),113.93351,22.576967,中兴工业园一号岗,3
213,M109路(万科云城总站--世界之窗地铁公交接驳站),113.935463,22.574167,中兴通讯宿舍,4
214,M109路(万科云城总站--世界之窗地铁公交接驳站),113.937378,22.572592,中兴人才公寓,5
215,M109路(万科云城总站--世界之窗地铁公交接驳站),113.943312,22.572226,鹏城实验室,6
216,M109路(万科云城总站--世界之窗地铁公交接驳站),113.948311,22.575916,石鼓花园,7
217,M109路(万科云城总站--世界之窗地铁公交接驳站),113.950989,22.580446,南方科技大学医院,8
218,M109路(万科云城总站--世界之窗地铁公交接驳站),113.954239,22.579475,西丽法庭2,9
219,M109路(万科云城总站--世界之窗地铁公交接驳站),113.954247,22.574223,西丽社区2,10
220,M109路(万科云城总站--世界之窗地铁公交接驳站),113.955246,22.567101,茶光1,11
221,M109路(万科云城总站--世界之窗地铁公交接驳站),113.952232,22.56086,松坪学校小学部,12
222,M109路(万科云城总站--世界之窗地铁公交接驳站),113.950638,22.56102,宝深路,13
223,M109路(万科云城总站--世界之窗地铁公交接驳站),113.945457,22.561068,酷派信息港,14
224,M109路(万科云城总站--世界之窗地铁公交接驳站),113.945518,22.557726,华瀚科技,15
225,M109路(万科云城总站--世界之窗地铁公交接驳站),113.945404,22.554762,科苑北环立交2,16
226,M109路(万科云城总站--世界之窗地铁公交接驳站),113.945335,22.546103,科苑北,17
227,M109路(万科云城总站--世界之窗地铁公交接驳站),113.945404,22.542076,深南科苑立交北,18
228,M109路(万科云城总站--世界之窗地铁公交接驳站),113.943443,22.537701,深大地铁站,19
229,M109路(万科云城总站--世界之窗地铁公交接驳站),113.948204,22.536259,中兴通讯1,20
230,M109路(万科云城总站--世界之窗地铁公交接驳站),113.955536,22.540131,大冲2,21
231,M109路(万科云城总站--世界之窗地铁公交接驳站),113.966293,22.539576,白石洲3,22
232,M109路(万科云城总站--世界之窗地铁公交接驳站),113.972923,22.537249,世界之窗地铁公交接驳站,23
233,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.846497,22.769892,松岗文化艺术中心,1
234,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.823448,22.801319,长安车站,2
235,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.823387,22.807547,长安门,3
236,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.826172,22.823954,霄边第四工业区,4
237,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.83197,22.842266,中惠沁林山庄,5
238,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.842728,22.861372,杨屋,6
239,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.841263,22.888834,南区,7
240,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.840729,22.891966,南区路口,8
241,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.838699,22.899986,时尚电器,9
242,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.837448,22.901489,大岭山广场,10
243,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.833336,22.903748,矮岭冚,11
244,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.818169,22.908854,大片美,12
245,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.815651,22.911228,太片美厚大路口,13
246,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.812523,22.916275,太公岭,14
247,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.809128,22.922527,梅林,15
248,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.80175,22.931801,连平,16
249,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.799072,22.933529,信立农批市场,17
250,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.775963,22.952801,水濂路口,18
251,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.775772,22.95859,牛山路口,19
252,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.774727,22.985661,新锡边,20
253,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.774277,22.98912,东城南轨道站,21
254,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.770187,22.993534,犬眠岭工业区,22
255,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.765419,22.99592,景湖花园,23
256,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.757812,22.999022,东泰花园,24
257,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.747627,23.003916,稻花村口,25
258,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.742683,23.00639,报业大厦,26
259,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.726517,23.016758,金丰花园,27
260,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.723724,23.021776,曲海桥,28
261,莞深001线/001路快线(松岗文化艺术中心--东莞市汽车总站),113.71773,23.029552,东莞市汽车总站,29
262,111路(梅林一村总站--长岭东公交场站),114.03804,22.564059,梅林一村总站,1
263,111路(梅林一村总站--长岭东公交场站),114.041077,22.563885,下梅林市场2,2
264,111路(梅林一村总站--长岭东公交场站),114.047028,22.55723,景鹏大厦,3
265,111路(梅林一村总站--长岭东公交场站),114.050362,22.547905,莲花山西2,4
266,111路(梅林一村总站--长岭东公交场站),114.05423,22.54826,莲花山公园,5
267,111路(梅林一村总站--长岭东公交场站),114.061493,22.548515,少年宫,6
268,111路(梅林一村总站--长岭东公交场站),114.066208,22.548584,关山月美术馆2,7
269,111路(梅林一村总站--长岭东公交场站),114.069931,22.548479,莲花二村2,8
270,111路(梅林一村总站--长岭东公交场站),114.076462,22.548338,花卉世界1,9
271,111路(梅林一村总站--长岭东公交场站),114.082558,22.550488,市话大厦2,10
272,111路(梅林一村总站--长岭东公交场站),114.093994,22.55546,体育馆1,11
273,111路(梅林一村总站--长岭东公交场站),114.098534,22.555706,笋岗八卦路口2,12
274,111路(梅林一村总站--长岭东公交场站),114.101807,22.555765,园岭新村,13
275,111路(梅林一村总站--长岭东公交场站),114.107506,22.555851,罗湖税务局2,14
276,111路(梅林一村总站--长岭东公交场站),114.112747,22.555929,桂园中学,15
277,111路(梅林一村总站--长岭东公交场站),114.117271,22.556002,笋岗桥,16
278,111路(梅林一村总站--长岭东公交场站),114.122581,22.556084,儿童公园1,17
279,111路(梅林一村总站--长岭东公交场站),114.129547,22.551462,螺岭,18
280,111路(梅林一村总站--长岭东公交场站),114.130852,22.548206,罗湖区委,19
281,111路(梅林一村总站--长岭东公交场站),114.133499,22.545561,冶金大厦,20
282,111路(梅林一村总站--长岭东公交场站),114.137032,22.546129,黄贝岭地铁站3,21
283,111路(梅林一村总站--长岭东公交场站),114.144806,22.547127,古玩城,22
284,111路(梅林一村总站--长岭东公交场站),114.146294,22.547295,新秀小学,23
285,111路(梅林一村总站--长岭东公交场站),114.148453,22.549267,罗芳小学,24
286,111路(梅林一村总站--长岭东公交场站),114.150558,22.552574,罗湖体育馆1,25
287,111路(梅林一村总站--长岭东公交场站),114.158829,22.555056,莲塘口岸2,26
288,111路(梅林一村总站--长岭东公交场站),114.168976,22.559778,聚宝路口,27
289,111路(梅林一村总站--长岭东公交场站),114.172455,22.559769,莲塘,28
290,111路(梅林一村总站--长岭东公交场站),114.174614,22.559826,畔山花园,29
291,111路(梅林一村总站--长岭东公交场站),114.183243,22.556715,长岭,30
292,111路(梅林一村总站--长岭东公交场站),114.186646,22.554222,长岭东公交场站,31
293,113路(蛇口总站--长岭东公交场站),113.901443,22.47912,蛇口总站,1
294,113路(蛇口总站--长岭东公交场站),113.902802,22.477171,文天祥纪念公园,2
295,113路(蛇口总站--长岭东公交场站),113.911736,22.476631,蛇口港地铁站,3
296,113路(蛇口总站--长岭东公交场站),113.913345,22.481459,新时代广场,4
297,113路(蛇口总站--长岭东公交场站),113.915306,22.485443,海上世界地铁站,5
298,113路(蛇口总站--长岭东公交场站),113.916359,22.490053,蛇口网谷,6
299,113路(蛇口总站--长岭东公交场站),113.920189,22.49588,招商发展中心,7
300,113路(蛇口总站--长岭东公交场站),113.920868,22.497568,蛇口人民医院,8
301,113路(蛇口总站--长岭东公交场站),113.923218,22.503481,蛇口沃尔玛2,9
302,113路(蛇口总站--长岭东公交场站),113.924988,22.507929,南油大厦1,10
303,113路(蛇口总站--长岭东公交场站),113.926643,22.512287,南山邮局,11
304,113路(蛇口总站--长岭东公交场站),113.928352,22.518661,海雅百货,12
305,113路(蛇口总站--长岭东公交场站),113.929802,22.528282,桂庙新村,13
306,113路(蛇口总站--长岭东公交场站),113.932144,22.533825,深圳大学,14
307,113路(蛇口总站--长岭东公交场站),113.938148,22.53928,深大北门2,15
308,113路(蛇口总站--长岭东公交场站),113.946747,22.539667,科技园2,16
309,113路(蛇口总站--长岭东公交场站),113.955429,22.540123,大冲2,17
310,113路(蛇口总站--长岭东公交场站),113.968941,22.53861,白石洲2,18
311,113路(蛇口总站--长岭东公交场站),113.973251,22.537008,世界之窗1,19
312,113路(蛇口总站--长岭东公交场站),113.981354,22.533792,何香凝美术馆,20
313,113路(蛇口总站--长岭东公交场站),113.990677,22.533251,锦绣中华2,21
314,113路(蛇口总站--长岭东公交场站),114.003273,22.532063,园博园2,22
315,113路(蛇口总站--长岭东公交场站),114.009369,22.533073,深圳人才园1,23
316,113路(蛇口总站--长岭东公交场站),114.012978,22.533733,竹子林1,24
317,113路(蛇口总站--长岭东公交场站),114.020477,22.53499,深航大厦1,25
318,113路(蛇口总站--长岭东公交场站),114.025772,22.535929,招商银行大厦1,26
319,113路(蛇口总站--长岭东公交场站),114.030907,22.536749,深南香蜜立交2,27
320,113路(蛇口总站--长岭东公交场站),114.040367,22.538389,香蜜湖1,28
321,113路(蛇口总站--长岭东公交场站),114.045174,22.53928,特区报社1,29
322,113路(蛇口总站--长岭东公交场站),114.053513,22.539549,投资大厦2,30
323,113路(蛇口总站--长岭东公交场站),114.065163,22.539358,海关综合大楼,31
324,113路(蛇口总站--长岭东公交场站),114.070152,22.539858,岗厦北地铁站1,32
325,113路(蛇口总站--长岭东公交场站),114.083351,22.540352,上海宾馆,33
326,113路(蛇口总站--长岭东公交场站),114.094398,22.540573,兴华宾馆东,34
327,113路(蛇口总站--长岭东公交场站),114.099655,22.540674,市委,35
328,113路(蛇口总站--长岭东公交场站),114.109161,22.541544,深圳书城,36
329,113路(蛇口总站--长岭东公交场站),114.116699,22.542864,门诊部2,37
330,113路(蛇口总站--长岭东公交场站),114.12191,22.547747,东门3,38
331,113路(蛇口总站--长岭东公交场站),114.123856,22.550934,东门中2,39
332,113路(蛇口总站--长岭东公交场站),114.131752,22.557249,留医部1,40
333,113路(蛇口总站--长岭东公交场站),114.133858,22.558372,竹园宾馆,41
334,113路(蛇口总站--长岭东公交场站),114.13829,22.557726,怡景花园,42
335,113路(蛇口总站--长岭东公交场站),114.140785,22.555048,怡景地铁站1,43
336,113路(蛇口总站--长岭东公交场站),114.150589,22.552578,罗湖体育馆1,44
337,113路(蛇口总站--长岭东公交场站),114.158821,22.555054,莲塘口岸2,45
338,113路(蛇口总站--长岭东公交场站),114.165184,22.561449,鹏基工业区,46
339,113路(蛇口总站--长岭东公交场站),114.16729,22.561489,鹏兴花园六期,47
340,113路(蛇口总站--长岭东公交场站),114.171654,22.564032,莲塘街道办,48
341,113路(蛇口总站--长岭东公交场站),114.175247,22.565151,梧桐山新居,49
342,113路(蛇口总站--长岭东公交场站),114.183273,22.556698,长岭,50
